timestamp,voltage,current,power,temperature,irradiance,string_1_current,string_2_current,string_3_current,string_4_current
2026-03-01 06:00:00,587.8878449105696,2.8245670630947215,1580.22129842403,20.48095116504391,37.06956640575449,0.6919758391495797,0.646000291597974,0.7043680044079031,0.7125629336977629
2026-03-01 07:00:00,554.456765516638,3.1790901656955928,1727.4146895461847,25.42943723379455,41.47263493560215,0.8036776689880208,0.7925651521327824,0.7852770741000835,0.8046364867342806
2026-03-01 08:00:00,583.3894534080645,15.796525340915322,8410.593340919202,26.373711650862425,181.42333730627092,3.951617787454488,4.024967580188077,3.7699269304046554,3.8584275091011664
2026-03-01 09:00:00,580.0331490741224,37.47506547280642,20948.282964937785,25.930715737903405,433.67725282170295,9.414521595554676,9.353450895383567,9.09858457600303,8.970666700859244
2026-03-01 10:00:00,579.1703250669145,56.647422602013094,30109.864882510945,30.387083660074342,656.2383870641481,13.61449300173388,12.69791482117637,14.696742725493328,14.749810449270392
2026-03-01 11:00:00,585.3355754999849,82.87539383958094,45626.55302385818,30.001686330998098,960.1489287700892,20.744239589205065,20.626525230224967,21.23776982496256,19.831994906996577
2026-03-01 12:00:00,570.9016237897289,101.53888143297502,56332.777950510565,31.285404916610254,1180.2175106536033,26.016797726351207,23.729040683935075,24.143972032046467,25.475554804189056
2026-03-01 13:00:00,583.3449000280518,87.15825482252707,48366.52146980299,30.646344973092102,1010.2275130751937,23.370553010035284,22.519157338864016,21.89778408549064,21.269166337343872
2026-03-01 14:00:00,584.3016239371296,55.64588178540059,30187.444714456407,26.929893887363697,644.4723365035674,14.57871383370666,14.166466479663152,14.434115434377883,14.244636130863592
2026-03-01 15:00:00,590.6696899797381,32.94550165912657,18208.51888327683,26.196172848030773,384.6537621805999,9.123096367611009,7.8493152765338,7.548882984044908,8.373783732823128
2026-03-01 16:00:00,572.112518511417,11.41042422925836,6290.373130642882,27.154267889178858,125.8680257606132,2.7431590420165883,2.7793130632621788,2.9301056861189214,3.0005906937993863
2026-03-01 17:00:00,568.783044800011,2.3058880069328933,1226.814254334334,24.950973570619432,25.09936231564854,0.6016154229134018,0.5459416547719123,0.5573727994974481,0.5617714930149951
2026-03-01 18:00:00,571.2292633746587,1.740192772692185,948.6499929358686,21.617877491004037,24.331972333494562,0.4390363235895059,0.4336847717721257,0.4474600891629663,0.4291777630239426
2026-03-01 19:00:00,582.3232169416166,0.19696608259014892,109.06756660771084,21.894335445549896,0.0,0.054632981965041,0.05159315366235214,0.04736231857172172,0.046831729961549495
2026-03-01 20:00:00,577.6300088772775,0.0,0.0,24.21501047050918,0.0,0.0,0.0,0.0,0.0
2026-03-01 21:00:00,570.7619183698637,0.2361253811227356,132.0759479953192,20.476537901260674,0.0,0.05655284978040863,0.06051907247543687,0.05422754430020155,0.060144973064659046
2026-03-01 22:00:00,579.1061394649068,0.34757867370222123,193.77266379036124,22.75387544127241,0.0,0.08429046716642657,0.08459084042912542,0.08710358470037538,0.0901835821678212
2026-03-01 23:00:00,575.9337470340113,1.108335297830776,580.5572237644675,21.255295374064545,15.712663922700953,0.2476589669556387,0.2660992126241013,0.2806820696614294,0.2643079697174237
2026-03-02 00:00:00,582.7491599242632,0.28901283877329653,160.62894968337298,21.160770546160478,0.0,0.07035383530188323,0.0718665453412567,0.06898622075618273,0.07539480063812164
